2022-05-31 15:43:40 install libaudit1:amd64 <none> 1:2.8.5-2ubuntu6
2022-05-31 15:43:40 status half-installed libaudit1:amd64 1:2.8.5-2ubuntu6
2022-05-31 15:43:40 status unpacked libaudit1:amd64 1:2.8.5-2ubuntu6
2022-05-31 15:43:40 install libblkid1:amd64 <none> 2.34-0.1ubuntu9
2022-05-31 15:43:40 status half-installed libblkid1:amd64 2.34-0.1ubuntu9
2022-05-31 15:43:40 status unpacked libblkid1:amd64 2.34-0.1ubuntu9
2022-05-31 15:43:40 install libbz2-1.0:amd64 <none> 1.0.8-2
2022-05-31 15:43:40 status half-installed libbz2-1.0:amd64 1.0.8-2
2022-05-31 15:43:40 status unpacked libbz2-1.0:amd64 1.0.8-2
2022-05-31 15:43:40 install libc-bin:amd64 <none> 2.31-0ubuntu9
2022-05-31 15:43:40 status half-installed libc-bin:amd64 2.31-0ubuntu9
2022-05-31 15:43:40 status unpacked libc-bin:amd64 2.31-0ubuntu9
2022-05-31 15:43:40 upgrade libc6:amd64 2.31-0ubuntu9 2.31-0ubuntu9
2022-05-31 15:43:40 status half-configured libc6:amd64 2.31-0ubuntu9
2022-05-31 15:43:40 status unpacked libc6:amd64 2.31-0ubuntu9
2022-05-31 15:43:40 status half-installed libc6:amd64 2.31-0ubuntu9
2022-05-31 15:43:40 status unpacked libc6:amd64 2.31-0ubuntu9
2022-05-31 15:43:40 install libcap-ng0:amd64 <none> 0.7.9-2.1build1
2022-05-31 15:43:40 status half-installed libcap-ng0:amd64 0.7.9-2.1build1
2022-05-31 15:43:40 status unpacked libcap-ng0:amd64 0.7.9-2.1build1
2022-05-31 15:43:40 install libcom-err2:amd64 <none> 1.45.5-2ubuntu1
2022-05-31 15:43:40 status half-installed libcom-err2:amd64 1.45.5-2ubuntu1
2022-05-31 15:43:40 status unpacked libcom-err2:amd64 1.45.5-2ubuntu1
2022-05-31 15:43:40 install libcrypt1:amd64 <none> 1:4.4.10-10ubuntu4
2022-05-31 15:43:40 status half-installed libcrypt1:amd64 1:4.4.10-10ubuntu4
2022-05-31 15:43:40 status unpacked libcrypt1:amd64 1:4.4.10-10ubuntu4
2022-05-31 15:43:40 install libdb5.3:amd64 <none> 5.3.28+dfsg1-0.6ubuntu2
2022-05-31 15:43:40 status half-installed libdb5.3:amd64 5.3.28+dfsg1-0.6ubuntu2
2022-05-31 15:43:40 status unpacked libdb5.3:amd64 5.3.28+dfsg1-0.6ubuntu2
2022-05-31 15:43:40 install libdebconfclient0:amd64 <none> 0.251ubuntu1
2022-05-31 15:43:40 status half-installed libdebconfclient0:amd64 0.251ubuntu1
2022-05-31 15:43:40 status unpacked libdebconfclient0:amd64 0.251ubuntu1
2022-05-31 15:43:40 install libext2fs2:amd64 <none> 1.45.5-2ubuntu1
2022-05-31 15:43:40 status half-installed libext2fs2:amd64 1.45.5-2ubuntu1
2022-05-31 15:43:40 status unpacked libext2fs2:amd64 1.45.5-2ubuntu1
2022-05-31 15:43:40 install libfdisk1:amd64 <none> 2.34-0.1ubuntu9
2022-05-31 15:43:40 status half-installed libfdisk1:amd64 2.34-0.1ubuntu9
2022-05-31 15:43:41 status unpacked libfdisk1:amd64 2.34-0.1ubuntu9
2022-05-31 15:43:41 install libgcc-s1:amd64 <none> 10-20200411-0ubuntu1
2022-05-31 15:43:41 status half-installed libgcc-s1:amd64 10-20200411-0ubuntu1
2022-05-31 15:43:41 status unpacked libgcc-s1:amd64 10-20200411-0ubuntu1
2022-05-31 15:43:41 install libgcrypt20:amd64 <none> 1.8.5-5ubuntu1
2022-05-31 15:43:41 status half-installed libgcrypt20:amd64 1.8.5-5ubuntu1
2022-05-31 15:43:41 status unpacked libgcrypt20:amd64 1.8.5-5ubuntu1
2022-05-31 15:43:41 install libgpg-error0:amd64 <none> 1.37-1
2022-05-31 15:43:41 status half-installed libgpg-error0:amd64 1.37-1
2022-05-31 15:43:41 status unpacked libgpg-error0:amd64 1.37-1
2022-05-31 15:43:41 install liblz4-1:amd64 <none> 1.9.2-2
2022-05-31 15:43:41 status half-installed liblz4-1:amd64 1.9.2-2
2022-05-31 15:43:41 status unpacked liblz4-1:amd64 1.9.2-2
2022-05-31 15:43:41 install liblzma5:amd64 <none> 5.2.4-1
2022-05-31 15:43:41 status half-installed liblzma5:amd64 5.2.4-1
2022-05-31 15:43:41 status unpacked liblzma5:amd64 5.2.4-1
2022-05-31 15:43:41 install libmount1:amd64 <none> 2.34-0.1ubuntu9
2022-05-31 15:43:41 status half-installed libmount1:amd64 2.34-0.1ubuntu9
2022-05-31 15:43:41 status unpacked libmount1:amd64 2.34-0.1ubuntu9
2022-05-31 15:43:41 install libncurses6:amd64 <none> 6.2-0ubuntu2
2022-05-31 15:43:41 status half-installed libncurses6:amd64 6.2-0ubuntu2
2022-05-31 15:43:41 status unpacked libncurses6:amd64 6.2-0ubuntu2
2022-05-31 15:43:41 install libncursesw6:amd64 <none> 6.2-0ubuntu2
2022-05-31 15:43:41 status half-installed libncursesw6:amd64 6.2-0ubuntu2
2022-05-31 15:43:41 status unpacked libncursesw6:amd64 6.2-0ubuntu2
2022-05-31 15:43:41 install libpam-modules:amd64 <none> 1.3.1-5ubuntu4
2022-05-31 15:43:41 status half-installed libpam-modules:amd64 1.3.1-5ubuntu4
2022-05-31 15:43:41 status unpacked libpam-modules:amd64 1.3.1-5ubuntu4
2022-05-31 15:43:41 install libpam-modules-bin:amd64 <none> 1.3.1-5ubuntu4
2022-05-31 15:43:41 status half-installed libpam-modules-bin:amd64 1.3.1-5ubuntu4
2022-05-31 15:43:41 status unpacked libpam-modules-bin:amd64 1.3.1-5ubuntu4
2022-05-31 15:43:41 install libpam-runtime:all <none> 1.3.1-5ubuntu4
2022-05-31 15:43:41 status half-installed libpam-runtime:all 1.3.1-5ubuntu4
2022-05-31 15:43:41 status unpacked libpam-runtime:all 1.3.1-5ubuntu4
2022-05-31 15:43:41 install libpam0g:amd64 <none> 1.3.1-5ubuntu4
2022-05-31 15:43:41 status half-installed libpam0g:amd64 1.3.1-5ubuntu4
2022-05-31 15:43:41 status unpacked libpam0g:amd64 1.3.1-5ubuntu4
2022-05-31 15:43:41 install libpcre2-8-0:amd64 <none> 10.34-7
2022-05-31 15:43:41 status half-installed libpcre2-8-0:amd64 10.34-7
2022-05-31 15:43:41 status unpacked libpcre2-8-0:amd64 10.34-7
2022-05-31 15:43:41 install libpcre3:amd64 <none> 2:8.39-12build1
2022-05-31 15:43:41 status half-installed libpcre3:amd64 2:8.39-12build1
2022-05-31 15:43:41 status unpacked libpcre3:amd64 2:8.39-12build1
2022-05-31 15:43:41 install libprocps8:amd64 <none> 2:3.3.16-1ubuntu2
2022-05-31 15:43:41 status half-installed libprocps8:amd64 2:3.3.16-1ubuntu2
2022-05-31 15:43:41 status unpacked libprocps8:amd64 2:3.3.16-1ubuntu2
2022-05-31 15:43:41 install libselinux1:amd64 <none> 3.0-1build2
2022-05-31 15:43:41 status half-installed libselinux1:amd64 3.0-1build2
2022-05-31 15:43:41 status unpacked libselinux1:amd64 3.0-1build2
2022-05-31 15:43:41 install libsemanage-common:all <none> 3.0-1build2
2022-05-31 15:43:41 status half-installed libsemanage-common:all 3.0-1build2
2022-05-31 15:43:41 status unpacked libsemanage-common:all 3.0-1build2
2022-05-31 15:43:41 install libsemanage1:amd64 <none> 3.0-1build2
2022-05-31 15:43:41 status half-installed libsemanage1:amd64 3.0-1build2
2022-05-31 15:43:41 status unpacked libsemanage1:amd64 3.0-1build2
2022-05-31 15:43:41 install libsepol1:amd64 <none> 3.0-1
2022-05-31 15:43:41 status half-installed libsepol1:amd64 3.0-1
2022-05-31 15:43:41 status unpacked libsepol1:amd64 3.0-1
2022-05-31 15:43:41 install libsmartcols1:amd64 <none> 2.34-0.1ubuntu9
2022-05-31 15:43:41 status half-installed libsmartcols1:amd64 2.34-0.1ubuntu9
2022-05-31 15:43:41 status unpacked libsmartcols1:amd64 2.34-0.1ubuntu9
2022-05-31 15:43:41 install libss2:amd64 <none> 1.45.5-2ubuntu1
2022-05-31 15:43:41 status half-installed libss2:amd64 1.45.5-2ubuntu1
2022-05-31 15:43:41 status unpacked libss2:amd64 1.45.5-2ubuntu1
2022-05-31 15:43:41 install libsystemd0:amd64 <none> 245.4-4ubuntu3
2022-05-31 15:43:41 status half-installed libsystemd0:amd64 245.4-4ubuntu3
2022-05-31 15:43:41 status unpacked libsystemd0:amd64 245.4-4ubuntu3
2022-05-31 15:43:41 install libtinfo6:amd64 <none> 6.2-0ubuntu2
2022-05-31 15:43:41 status half-installed libtinfo6:amd64 6.2-0ubuntu2
2022-05-31 15:43:42 status unpacked libtinfo6:amd64 6.2-0ubuntu2
2022-05-31 15:43:42 install libudev1:amd64 <none> 245.4-4ubuntu3
2022-05-31 15:43:42 status half-installed libudev1:amd64 245.4-4ubuntu3
2022-05-31 15:43:42 status unpacked libudev1:amd64 245.4-4ubuntu3
2022-05-31 15:43:42 install libuuid1:amd64 <none> 2.34-0.1ubuntu9
2022-05-31 15:43:42 status half-installed libuuid1:amd64 2.34-0.1ubuntu9
2022-05-31 15:43:42 status unpacked libuuid1:amd64 2.34-0.1ubuntu9
2022-05-31 15:43:42 install libzstd1:amd64 <none> 1.4.4+dfsg-3
2022-05-31 15:43:42 status half-installed libzstd1:amd64 1.4.4+dfsg-3
2022-05-31 15:43:42 status unpacked libzstd1:amd64 1.4.4+dfsg-3
2022-05-31 15:43:42 install login:amd64 <none> 1:4.8.1-1ubuntu5
2022-05-31 15:43:42 status half-installed login:amd64 1:4.8.1-1ubuntu5
2022-05-31 15:43:42 status unpacked login:amd64 1:4.8.1-1ubuntu5
2022-05-31 15:43:42 install logsave:amd64 <none> 1.45.5-2ubuntu1
2022-05-31 15:43:42 status half-installed logsave:amd64 1.45.5-2ubuntu1
2022-05-31 15:43:42 status unpacked logsave:amd64 1.45.5-2ubuntu1
2022-05-31 15:43:42 install lsb-base:all <none> 11.1.0ubuntu2
2022-05-31 15:43:42 status half-installed lsb-base:all 11.1.0ubuntu2
2022-05-31 15:43:42 status unpacked lsb-base:all 11.1.0ubuntu2
2022-05-31 15:43:42 upgrade mawk:amd64 1.3.4.20200120-2 1.3.4.20200120-2
2022-05-31 15:43:42 status half-configured mawk:amd64 1.3.4.20200120-2
2022-05-31 15:43:42 status unpacked mawk:amd64 1.3.4.20200120-2
2022-05-31 15:43:42 status half-installed mawk:amd64 1.3.4.20200120-2
2022-05-31 15:43:42 status unpacked mawk:amd64 1.3.4.20200120-2
2022-05-31 15:43:43 install mount:amd64 <none> 2.34-0.1ubuntu9
2022-05-31 15:43:43 status half-installed mount:amd64 2.34-0.1ubuntu9
2022-05-31 15:43:43 status unpacked mount:amd64 2.34-0.1ubuntu9
2022-05-31 15:43:43 install ncurses-base:all <none> 6.2-0ubuntu2
2022-05-31 15:43:43 status half-installed ncurses-base:all 6.2-0ubuntu2
2022-05-31 15:43:43 status unpacked ncurses-base:all 6.2-0ubuntu2
2022-05-31 15:43:43 install ncurses-bin:amd64 <none> 6.2-0ubuntu2
2022-05-31 15:43:43 status half-installed ncurses-bin:amd64 6.2-0ubuntu2
2022-05-31 15:43:43 status unpacked ncurses-bin:amd64 6.2-0ubuntu2
2022-05-31 15:43:43 install passwd:amd64 <none> 1:4.8.1-1ubuntu5
2022-05-31 15:43:43 status half-installed passwd:amd64 1:4.8.1-1ubuntu5
2022-05-31 15:43:43 status unpacked passwd:amd64 1:4.8.1-1ubuntu5
2022-05-31 15:43:43 upgrade perl-base:amd64 5.30.0-9build1 5.30.0-9build1
2022-05-31 15:43:43 status half-configured perl-base:amd64 5.30.0-9build1
